proposedItemNum,desiredItemNum,proposedDate,decisionDate,status
3441,5826,2022-05-03,2022-06-08,Accepted
3444,6830,2022-05-13,,Pending
3446,5101,2022-04-15,2022-05-18,Accepted
3448,839,2022-04-19,2022-05-02,Rejected
3448,3177,2022-05-26,2022-06-13,Accepted
3449,2764,2022-04-28,,Pending
3450,5523,2022-05-17,2022-06-02,Accepted
3453,4491,2022-05-10,2022-05-16,Rejected
3456,1620,2022-04-19,2022-05-17,Accepted
3457,362,2022-04-27,,Pending
3458,6593,2022-04-18,2022-05-19,Accepted
3461,811,2022-05-06,2022-05-16,Rejected
3461,2349,2022-05-19,2022-05-24,Rejected
3461,6676,2022-05-30,2022-06-07,Accepted
3462,3056,2022-04-15,2022-04-28,Accepted
3463,7272,2022-05-11,2022-05-27,Rejected
3464,6129,2022-04-18,2022-04-22,Accepted
3465,2740,2022-05-02,2022-05-12,Accepted
3468,5099,2022-05-17,2022-06-13,Rejected
3470,7247,2022-04-20,2022-05-17,Accepted
3472,1051,2022-04-19,2022-05-24,Accepted
3474,2433,2022-04-21,2022-05-06,Accepted
3475,3500,2022-04-18,,Pending
3476,1619,2022-04-19,2022-05-09,Rejected
3478,6034,2022-04-25,2022-06-03,Rejected
3479,5283,2022-04-20,2022-05-04,Accepted
3480,1923,2022-04-21,2022-05-02,Accepted
3483,6984,2022-05-18,,Pending
3486,7253,2022-04-18,2022-05-23,Accepted
3487,267,2022-05-12,,Pending
3491,4059,2022-05-16,2022-05-24,Rejected
3491,4675,2022-04-22,2022-05-11,Rejected
3492,3244,2022-05-04,2022-05-10,Rejected
3492,5672,2022-04-19,2022-05-03,Rejected
3497,3304,2022-05-17,2022-05-19,Accepted
3501,62,2022-04-18,2022-05-03,Rejected
3501,2641,2022-06-01,,Pending
3503,3760,2022-05-10,,Pending
3505,3222,2022-04-21,2022-04-26,Rejected
3505,6018,2022-04-27,2022-04-29,Accepted
3506,4004,2022-06-03,2022-06-14,Rejected
3506,4871,2022-05-02,2022-05-05,Rejected
3508,6796,2022-04-15,,Pending
3509,615,2022-04-26,2022-06-13,Accepted
3510,4899,2022-04-18,2022-04-21,Accepted
3511,790,2022-04-19,2022-04-28,Accepted
3512,3849,2022-05-19,,Pending
3513,3317,2022-04-20,2022-04-22,Accepted
3515,1655,2022-04-18,,Pending
3516,1026,2022-04-21,2022-05-06,Rejected
3520,6052,2022-05-25,2022-06-03,Rejected
3523,1353,2022-05-04,2022-05-18,Rejected
3523,1767,2022-06-07,,Pending
3523,1879,2022-05-19,2022-06-07,Rejected
3524,6871,2022-04-21,2022-05-02,Accepted
3525,2338,2022-05-13,2022-05-23,Accepted
3529,2868,2022-04-15,2022-05-03,Rejected
3531,165,2022-05-12,,Pending
3532,5849,2022-04-27,2022-04-29,Accepted
3533,6040,2022-04-15,2022-05-10,Accepted
3536,6071,2022-05-13,2022-05-20,Accepted
3537,6955,2022-04-25,2022-04-28,Accepted
3539,6123,2022-04-22,,Pending
3540,6740,2022-04-15,2022-04-22,Rejected
3541,657,2022-04-20,2022-05-03,Accepted
3548,6964,2022-05-06,2022-05-18,Rejected
3549,5602,2022-05-10,,Pending
3551,6365,2022-05-27,,Pending
3551,7035,2022-04-18,2022-05-02,Rejected
3557,1660,2022-05-05,2022-05-31,Accepted
3558,1123,2022-05-06,,Pending
3558,3703,2022-04-15,2022-04-19,Rejected
3561,6279,2022-05-30,2022-06-09,Accepted
3563,3017,2022-04-26,2022-05-25,Rejected
3564,6260,2022-05-20,2022-05-31,Accepted
3567,1965,2022-04-19,,Pending
3569,4104,2022-04-15,2022-05-10,Accepted
3570,760,2022-04-25,2022-04-26,Accepted
3571,627,2022-04-15,2022-04-27,Rejected
3571,1010,2022-04-27,2022-05-24,Rejected
3573,1892,2022-04-18,2022-04-28,Accepted
3574,6257,2022-04-26,2022-05-09,Rejected
3577,3719,2022-04-19,2022-05-04,Accepted
3578,1279,2022-04-26,2022-06-07,Accepted
3582,1838,2022-05-16,2022-06-08,Accepted
3583,3115,2022-04-29,2022-05-04,Accepted
3584,1084,2022-04-19,2022-06-13,Accepted
3585,6915,2022-05-10,2022-05-17,Rejected
3586,749,2022-04-28,2022-05-06,Rejected
3586,5245,2022-05-23,2022-06-08,Rejected
3587,4097,2022-04-22,2022-05-27,Rejected
3589,7159,2022-05-09,2022-05-13,Accepted
3590,5033,2022-04-15,2022-05-30,Rejected
3592,6084,2022-04-19,2022-04-21,Rejected
3592,7309,2022-05-24,,Pending
3600,4292,2022-06-06,,Pending
3600,6423,2022-04-15,2022-05-16,Rejected
3601,5923,2022-06-14,,Pending
3604,6932,2022-06-01,,Pending
3606,3774,2022-05-17,,Pending
3608,5322,2022-04-15,2022-05-06,Accepted
3610,1559,2022-04-21,2022-05-19,Accepted
3611,5476,2022-04-26,2022-05-09,Accepted
3612,1618,2022-04-18,2022-05-13,Accepted
3613,523,2022-04-19,2022-05-13,Accepted
3614,4087,2022-05-02,2022-05-09,Accepted
3615,5334,2022-05-09,2022-05-26,Rejected
3616,5676,2022-04-18,2022-05-16,Accepted
3618,5446,2022-05-24,,Pending
3619,1351,2022-04-21,2022-05-18,Accepted
3621,1107,2022-04-20,2022-04-27,Rejected
3622,2120,2022-04-18,2022-06-10,Accepted
3623,866,2022-04-19,,Pending
3624,2656,2022-05-06,2022-05-12,Rejected
3624,6133,2022-05-19,2022-05-27,Accepted
3631,5983,2022-05-18,2022-06-13,Rejected
3634,4218,2022-05-30,2022-06-10,Accepted
3636,4347,2022-05-24,,Pending
3638,3133,2022-04-22,2022-05-03,Rejected
3639,2210,2022-04-27,2022-05-17,Accepted
3640,4324,2022-06-08,,Pending
3642,4238,2022-05-03,2022-05-20,Rejected
3644,133,2022-04-29,2022-05-11,Accepted
3646,5135,2022-05-04,,Pending
3647,5523,2022-04-18,2022-05-09,Rejected
3650,6365,2022-04-15,2022-05-06,Rejected
3650,6501,2022-05-12,2022-06-13,Accepted
3651,1932,2022-04-19,2022-05-09,Accepted
3652,106,2022-05-05,2022-05-13,Rejected
3656,1319,2022-05-04,2022-06-09,Accepted
3659,1287,2022-04-20,2022-05-05,Rejected
3660,4273,2022-04-15,2022-05-03,Rejected
3663,7029,2022-04-19,,Pending
3664,4298,2022-05-06,2022-05-19,Rejected
3665,118,2022-04-20,2022-04-25,Rejected
3665,5318,2022-05-19,2022-05-23,Accepted
3666,996,2022-05-04,2022-05-06,Accepted
3666,6735,2022-04-15,2022-04-20,Rejected
3667,6262,2022-04-19,2022-06-09,Rejected
3668,1858,2022-05-09,,Pending
3670,293,2022-04-15,2022-04-22,Accepted
3671,7338,2022-04-19,2022-05-12,Accepted
3676,4061,2022-04-15,2022-05-04,Accepted
3679,1778,2022-04-21,2022-05-19,Rejected
3681,5313,2022-04-27,,Pending
3684,1532,2022-06-13,2022-06-14,Rejected
3684,2528,2022-04-26,2022-04-28,Rejected
3685,1846,2022-04-18,,Pending
3688,5227,2022-04-15,2022-04-25,Accepted
3691,390,2022-04-15,2022-05-03,Accepted
3692,1797,2022-04-21,2022-05-24,Rejected
3695,964,2022-04-19,2022-04-27,Accepted
3697,5500,2022-05-23,,Pending
3704,4762,2022-05-13,,Pending
3706,5254,2022-04-19,2022-05-16,Rejected
3707,1000,2022-04-15,2022-05-12,Accepted
3708,1308,2022-05-03,,Pending
3709,5184,2022-04-18,,Pending
3710,3912,2022-05-16,,Pending
3711,2735,2022-05-11,2022-05-25,Accepted
3712,1070,2022-04-21,2022-05-23,Accepted
3715,900,2022-04-19,2022-05-23,Rejected
3716,537,2022-06-10,,Pending
3718,4072,2022-04-15,2022-04-26,Accepted
3720,546,2022-04-15,2022-05-11,Accepted
3721,6427,2022-05-11,2022-05-24,Accepted
3722,3759,2022-05-03,2022-05-09,Rejected
3723,5530,2022-04-25,2022-04-28,Accepted
3731,4906,2022-04-15,2022-05-25,Rejected
3732,7038,2022-04-19,2022-06-08,Rejected
3733,6805,2022-04-18,2022-04-27,Rejected
3735,6400,2022-04-28,,Pending
3736,5355,2022-04-19,2022-06-07,Rejected
3737,1295,2022-04-27,2022-05-09,Rejected
3739,2467,2022-04-18,2022-05-02,Accepted
3743,298,2022-05-02,2022-05-06,Accepted
3743,2404,2022-04-21,2022-04-28,Rejected
3746,5105,2022-05-26,,Pending
3746,6398,2022-04-15,2022-04-22,Rejected
3747,3741,2022-05-04,,Pending
3748,1435,2022-04-19,2022-06-01,Accepted
3749,1963,2022-05-03,,Pending
3750,1304,2022-05-13,2022-06-03,Accepted
3752,7287,2022-04-19,2022-04-20,Accepted
3753,3121,2022-04-15,2022-05-09,Accepted
3755,5594,2022-04-15,2022-05-02,Rejected
3758,7177,2022-04-19,2022-04-29,Accepted
3762,4270,2022-05-31,2022-06-02,Accepted
3763,3798,2022-04-22,2022-04-27,Accepted
3764,3024,2022-05-02,2022-05-06,Rejected
3769,6140,2022-04-22,2022-05-17,Rejected
3771,4983,2022-05-06,2022-05-13,Accepted
3779,5831,2022-04-18,2022-05-26,Accepted
3783,1888,2022-04-27,,Pending
3784,2005,2022-05-02,,Pending
3786,2705,2022-05-06,2022-05-20,Rejected
3786,3102,2022-06-02,,Pending
3788,6412,2022-04-26,2022-06-14,Rejected
3790,967,2022-05-16,2022-05-30,Rejected
3790,4146,2022-04-21,2022-05-02,Rejected
3791,2368,2022-05-12,2022-05-27,Rejected
3795,2929,2022-05-27,,Pending
3797,3609,2022-04-26,2022-05-13,Rejected
3801,6452,2022-04-25,2022-05-02,Rejected
3803,2238,2022-06-08,,Pending
3806,5278,2022-05-04,2022-05-19,Rejected
3809,1974,2022-04-19,2022-04-29,Accepted
3810,4010,2022-05-02,2022-05-30,Rejected
3813,6754,2022-04-22,2022-05-11,Accepted
3815,3262,2022-05-10,,Pending
3816,3805,2022-04-28,,Pending
3817,6185,2022-05-09,2022-06-02,Accepted
3818,1187,2022-04-19,2022-05-03,Accepted
3819,2904,2022-05-17,2022-06-03,Accepted
3821,6423,2022-06-06,2022-06-14,Rejected
3822,5886,2022-05-26,,Pending
3825,114,2022-04-25,2022-05-09,Accepted
3828,1220,2022-04-21,2022-05-12,Accepted
3831,6750,2022-05-09,,Pending
3832,4367,2022-04-19,2022-05-05,Accepted
3833,6097,2022-05-12,2022-06-07,Rejected
3837,5597,2022-04-21,,Pending
3839,4512,2022-05-13,2022-05-27,Rejected
3842,2295,2022-05-19,2022-05-30,Accepted
3843,3756,2022-04-18,2022-04-19,Accepted
3845,631,2022-05-26,,Pending
3847,4907,2022-04-22,2022-05-25,Accepted
3848,659,2022-04-19,2022-04-29,Rejected
3848,4069,2022-05-13,,Pending
3849,5545,2022-04-20,2022-05-18,Rejected
3852,345,2022-04-20,2022-04-21,Accepted
3853,4220,2022-04-29,2022-06-07,Rejected
3857,1603,2022-04-26,2022-05-02,Accepted
3859,5012,2022-05-13,2022-05-17,Accepted
3860,4174,2022-04-25,2022-05-12,Accepted
3861,4628,2022-04-15,,Pending
3862,6100,2022-04-22,,Pending
3866,6211,2022-04-25,,Pending
3867,1199,2022-05-30,2022-06-06,Accepted
3869,6848,2022-04-21,2022-04-28,Accepted
3871,1859,2022-04-18,2022-05-03,Rejected
3871,4761,2022-05-20,2022-06-14,Accepted
3874,1945,2022-04-26,2022-05-12,Accepted
3877,5104,2022-04-18,2022-05-17,Accepted
3878,4237,2022-05-26,2022-05-30,Accepted
3879,3595,2022-04-29,2022-05-31,Accepted
3881,2183,2022-05-24,2022-06-07,Rejected
3884,57,2022-05-04,,Pending
3887,6530,2022-06-02,,Pending
3888,4288,2022-04-15,2022-05-04,Accepted
3889,5242,2022-04-25,2022-04-26,Accepted
3890,1459,2022-04-29,2022-05-18,Accepted
3893,4687,2022-04-20,2022-05-10,Accepted
3896,3026,2022-04-15,2022-04-18,Accepted
3897,7290,2022-04-19,2022-05-12,Accepted
3910,7298,2022-04-26,2022-05-27,Accepted
3913,3993,2022-05-11,2022-05-26,Rejected
3914,3543,2022-04-28,2022-05-23,Accepted
3915,1004,2022-04-19,,Pending
3919,3967,2022-05-12,,Pending
3919,5769,2022-04-20,2022-05-11,Rejected
3920,6000,2022-04-21,2022-05-06,Accepted
3921,6222,2022-04-19,2022-05-12,Rejected
3925,435,2022-06-07,,Pending
3926,4154,2022-04-15,2022-06-06,Accepted
3927,6496,2022-04-26,,Pending
3930,4432,2022-04-20,,Pending
3932,6718,2022-05-20,,Pending
3933,7337,2022-04-26,2022-05-17,Accepted
3936,2141,2022-05-02,,Pending
3938,4223,2022-04-25,,Pending
3940,829,2022-04-15,2022-05-11,Rejected
3940,2986,2022-05-30,,Pending
3942,2951,2022-05-25,,Pending
3945,3101,2022-04-20,2022-04-29,Accepted
3947,539,2022-04-21,2022-05-11,Accepted
3948,4499,2022-04-28,2022-05-30,Accepted
3949,1982,2022-05-30,2022-06-02,Rejected
3951,44,2022-04-22,2022-04-25,Rejected
3953,100,2022-04-22,2022-05-10,Accepted
3954,894,2022-05-10,2022-05-16,Accepted
3955,3806,2022-04-15,2022-04-29,Rejected
3958,5526,2022-05-13,,Pending
3959,2855,2022-04-19,2022-05-03,Accepted
3961,574,2022-04-15,2022-05-05,Accepted
3962,5282,2022-04-22,2022-04-29,Rejected
3965,263,2022-05-23,2022-05-24,Accepted
3969,177,2022-05-10,,Pending
3970,834,2022-05-03,2022-06-13,Accepted
3970,4445,2022-04-20,2022-04-26,Rejected
3972,6060,2022-05-31,,Pending
3974,302,2022-04-27,2022-05-12,Rejected
3974,2396,2022-05-25,,Pending
3977,5980,2022-05-09,2022-05-12,Accepted
3980,6293,2022-04-21,2022-05-13,Accepted
3982,5236,2022-04-28,2022-05-17,Accepted
3984,7286,2022-04-25,2022-05-02,Accepted
3985,4176,2022-04-20,2022-05-20,Accepted
3986,3364,2022-04-15,2022-05-16,Rejected
3986,4688,2022-06-09,,Pending
3988,3773,2022-05-02,2022-06-14,Accepted
3989,3203,2022-04-25,2022-05-06,Rejected
3990,5653,2022-04-20,2022-04-21,Accepted
3995,3184,2022-04-26,,Pending
3996,5355,2022-06-07,2022-06-13,Accepted
3998,3106,2022-05-04,2022-05-05,Accepted
3999,6035,2022-04-15,,Pending
4000,5618,2022-04-29,,Pending
4004,5224,2022-05-10,2022-05-16,Rejected
4005,127,2022-04-26,,Pending
4006,2849,2022-05-13,2022-05-23,Accepted
4010,7219,2022-06-01,,Pending
4013,6841,2022-04-15,2022-06-03,Rejected
4015,3680,2022-06-07,,Pending
4016,4821,2022-04-15,2022-05-10,Accepted
4019,3627,2022-04-22,2022-05-31,Rejected
4020,2129,2022-04-27,2022-05-02,Accepted
4021,3973,2022-04-15,,Pending
4023,589,2022-05-13,2022-06-02,Accepted
4025,3034,2022-04-28,2022-05-06,Rejected
4027,3084,2022-05-16,2022-06-06,Accepted
4028,623,2022-06-03,,Pending
4028,4487,2022-04-21,2022-05-24,Rejected
4032,5918,2022-04-21,,Pending
4033,1022,2022-04-20,2022-06-03,Rejected
4033,3724,2022-06-07,2022-06-13,Accepted
4034,2985,2022-04-26,2022-05-30,Rejected
4035,1154,2022-04-22,2022-05-17,Rejected
4036,2307,2022-06-01,,Pending
4038,972,2022-04-27,2022-05-20,Accepted
4039,5682,2022-05-27,2022-06-08,Accepted
4041,6433,2022-04-15,2022-05-03,Accepted
4042,5682,2022-04-18,2022-05-03,Rejected
4049,2388,2022-05-25,2022-05-30,Accepted
4049,2884,2022-04-29,2022-05-11,Rejected
4050,2446,2022-04-26,2022-05-20,Accepted
4051,783,2022-05-30,2022-06-02,Rejected
4052,5558,2022-05-26,2022-06-06,Accepted
4054,2218,2022-04-21,2022-05-02,Accepted
4055,3014,2022-04-19,2022-06-06,Rejected
4056,6305,2022-04-25,2022-04-26,Accepted
4062,5973,2022-05-12,,Pending
4065,5352,2022-05-30,,Pending
4070,6641,2022-04-15,2022-05-05,Accepted
4074,1430,2022-06-10,,Pending
4076,5741,2022-04-18,2022-04-19,Accepted
4077,2675,2022-05-02,,Pending
4080,4646,2022-05-20,2022-05-26,Rejected
4082,2533,2022-04-15,2022-05-06,Accepted
4083,5294,2022-05-02,,Pending
4089,1231,2022-04-18,2022-05-24,Accepted
4090,3851,2022-04-15,2022-04-21,Accepted
4091,3028,2022-06-08,,Pending
4092,6484,2022-04-22,2022-04-25,Accepted
4093,1056,2022-04-19,2022-04-27,Rejected
4093,4855,2022-05-31,,Pending
4095,5560,2022-04-21,2022-04-27,Accepted
4096,2112,2022-04-20,,Pending
4098,3090,2022-04-18,2022-05-25,Accepted
4100,6555,2022-04-27,2022-06-02,Rejected
4101,1312,2022-06-08,,Pending
4107,7180,2022-04-18,2022-05-06,Accepted
4109,2244,2022-04-21,2022-04-26,Accepted
4114,1528,2022-05-04,2022-05-19,Accepted
4116,75,2022-05-13,2022-05-24,Rejected
4116,2256,2022-06-03,2022-06-08,Rejected
4117,6359,2022-04-20,2022-04-22,Accepted
4122,5439,2022-04-15,2022-05-17,Rejected
4124,4173,2022-05-09,2022-05-24,Accepted
4126,6431,2022-04-26,2022-05-10,Rejected
4127,544,2022-04-19,2022-05-03,Rejected
4127,5873,2022-05-19,2022-05-30,Accepted
4128,5619,2022-04-21,2022-05-20,Rejected
4129,1585,2022-04-20,,Pending
4130,3038,2022-05-20,,Pending
4130,5373,2022-04-21,2022-05-12,Rejected
4131,334,2022-05-03,2022-06-09,Rejected
4134,4496,2022-04-15,2022-05-03,Accepted
4135,3643,2022-05-26,2022-05-31,Accepted
4136,4108,2022-04-19,2022-05-03,Accepted
4137,3207,2022-04-27,2022-06-14,Accepted
4138,5286,2022-04-18,2022-05-18,Accepted
4139,5798,2022-05-02,,Pending
4140,5696,2022-05-13,,Pending
4141,4227,2022-05-20,2022-06-06,Rejected
4142,6781,2022-04-19,,Pending
4145,6983,2022-04-15,2022-04-27,Rejected
4147,1347,2022-04-19,2022-05-12,Rejected
4148,7308,2022-06-02,,Pending
4149,1097,2022-05-26,2022-05-30,Rejected
4151,3598,2022-04-15,,Pending
4152,1366,2022-04-20,2022-04-28,Rejected
4152,6759,2022-05-09,,Pending
4153,704,2022-05-11,2022-05-30,Accepted
4153,2995,2022-04-27,2022-05-05,Rejected
4155,4574,2022-04-19,2022-05-02,Accepted
4156,5207,2022-05-18,,Pending
4156,7282,2022-05-04,2022-05-16,Rejected
4159,5777,2022-04-22,2022-05-30,Accepted
4161,7256,2022-04-27,,Pending
4162,5521,2022-04-25,2022-06-06,Accepted
4168,563,2022-05-04,2022-05-30,Rejected
4168,3690,2022-06-06,2022-06-08,Accepted
4172,5529,2022-04-25,2022-04-29,Accepted
4177,7039,2022-05-18,,Pending
4180,1089,2022-04-20,,Pending
4185,2317,2022-05-30,,Pending
4186,4981,2022-04-22,2022-04-29,Rejected
4186,7070,2022-05-02,2022-05-25,Accepted
4187,3820,2022-05-09,,Pending
4191,4520,2022-05-11,2022-05-19,Accepted
4196,2414,2022-04-27,2022-05-03,Accepted
4197,4764,2022-04-18,,Pending
4198,1526,2022-04-21,2022-04-25,Rejected
4199,5950,2022-06-02,,Pending
4200,4898,2022-04-15,2022-04-20,Accepted
4201,3761,2022-04-26,2022-05-02,Accepted
4202,565,2022-05-04,2022-05-31,Rejected
4203,6272,2022-04-22,2022-05-02,Accepted
4204,2800,2022-04-18,2022-04-26,Accepted
4206,4239,2022-04-22,2022-05-17,Accepted
4207,6353,2022-05-18,2022-05-24,Rejected
4208,476,2022-05-04,,Pending
4209,2376,2022-06-07,,Pending
4209,5703,2022-04-19,2022-04-20,Rejected
4212,3100,2022-04-21,2022-05-24,Accepted
4215,6146,2022-05-02,,Pending
4217,3299,2022-04-15,2022-05-23,Accepted
4221,1437,2022-06-07,,Pending
4222,3135,2022-05-02,2022-05-13,Accepted
4224,2164,2022-05-20,2022-05-25,Accepted
4225,2824,2022-04-19,2022-05-27,Accepted
4226,2942,2022-04-18,2022-04-20,Rejected
4226,6835,2022-05-13,2022-06-07,Accepted
4227,7241,2022-05-19,2022-05-20,Rejected
4231,4933,2022-04-15,2022-04-19,Accepted
4232,1835,2022-04-20,2022-04-28,Accepted
4233,5330,2022-05-23,2022-05-24,Accepted
4234,755,2022-04-27,,Pending
4235,7410,2022-04-25,2022-05-10,Accepted
4236,5308,2022-04-19,2022-04-21,Accepted
4237,21,2022-04-18,2022-05-16,Rejected
4238,4842,2022-05-31,,Pending
4240,1837,2022-05-27,,Pending
4240,3047,2022-04-21,2022-05-09,Rejected
4245,3264,2022-04-28,2022-05-04,Accepted
4248,4615,2022-05-11,2022-06-06,Rejected
4250,5563,2022-04-27,2022-05-06,Accepted
4251,215,2022-04-20,2022-06-09,Rejected
4251,1598,2022-06-14,,Pending
4253,4291,2022-04-18,2022-05-10,Rejected
4253,6966,2022-05-24,2022-06-06,Rejected
4258,5178,2022-04-29,2022-05-03,Accepted
4259,4713,2022-04-21,2022-05-19,Rejected
4261,428,2022-06-14,,Pending
4262,278,2022-04-21,2022-04-27,Rejected
4264,5795,2022-05-19,2022-05-31,Accepted
4265,5475,2022-04-20,2022-04-21,Accepted
4266,1452,2022-04-15,2022-06-14,Accepted
4267,7023,2022-04-18,2022-05-18,Accepted
4268,4125,2022-04-28,2022-05-02,Accepted
4269,3192,2022-04-20,2022-05-13,Rejected
4274,2327,2022-04-18,2022-04-19,Accepted
4275,745,2022-04-21,2022-05-25,Accepted
4278,953,2022-06-09,,Pending
4281,4712,2022-05-12,,Pending
4285,3044,2022-05-25,,Pending
4286,4684,2022-04-28,2022-05-20,Accepted
4290,4426,2022-04-19,2022-06-03,Accepted
4293,2799,2022-04-15,2022-05-02,Accepted
4294,1128,2022-06-14,,Pending
4295,818,2022-04-21,2022-05-03,Accepted
4296,2211,2022-04-15,2022-04-20,Accepted
4297,3645,2022-05-02,2022-05-05,Rejected
4297,6214,2022-05-05,2022-05-20,Accepted
4300,5157,2022-06-03,,Pending
4300,5911,2022-04-29,2022-06-01,Rejected
4301,5647,2022-04-25,2022-05-20,Accepted
4303,452,2022-05-03,,Pending
4304,4974,2022-05-02,2022-05-05,Accepted
4305,5775,2022-04-21,2022-05-25,Accepted
4307,1795,2022-06-02,,Pending
4309,2812,2022-04-20,2022-04-26,Accepted
4316,1248,2022-04-21,2022-06-03,Accepted
4317,6411,2022-04-28,2022-05-12,Rejected
4319,3063,2022-04-27,2022-05-24,Rejected
4319,4726,2022-06-08,,Pending
4322,6681,2022-06-09,,Pending
4323,1531,2022-05-09,2022-05-24,Accepted
4325,1976,2022-04-21,2022-04-22,Accepted
4326,1137,2022-04-15,2022-05-16,Rejected
4326,5298,2022-05-24,,Pending
4330,2503,2022-05-02,,Pending
4331,1513,2022-05-06,2022-05-10,Accepted
4332,2439,2022-04-28,2022-05-05,Accepted
4333,4247,2022-05-17,2022-06-01,Accepted
4337,3070,2022-06-02,2022-06-09,Rejected
4339,7350,2022-04-18,2022-05-04,Accepted
4340,6368,2022-04-29,2022-06-03,Accepted
4344,412,2022-04-15,2022-05-09,Accepted
4348,7313,2022-04-25,2022-04-27,Rejected
4351,6605,2022-04-19,,Pending
4352,11,2022-04-18,2022-05-25,Rejected
4356,5035,2022-05-20,,Pending
4360,566,2022-04-26,2022-05-12,Accepted
4361,7003,2022-04-21,2022-05-13,Accepted
4362,7205,2022-04-25,2022-05-04,Accepted
4363,1692,2022-06-07,,Pending
4363,3351,2022-04-15,2022-05-25,Rejected
4365,5280,2022-05-26,2022-06-13,Accepted
4365,6695,2022-04-20,2022-05-25,Rejected
4366,3471,2022-05-10,2022-06-13,Accepted
4371,5943,2022-04-20,2022-04-28,Rejected
4373,160,2022-04-19,2022-05-25,Accepted
4374,3221,2022-05-05,2022-05-18,Accepted
4376,1804,2022-05-02,2022-05-20,Accepted
4377,2427,2022-06-10,,Pending
4378,3173,2022-04-15,2022-06-14,Accepted
4380,7128,2022-04-28,2022-04-29,Accepted
4381,5450,2022-04-18,2022-05-02,Accepted
4382,2796,2022-05-06,,Pending
4383,1111,2022-06-14,,Pending
4383,4252,2022-04-29,2022-05-04,Rejected
4386,1534,2022-04-26,2022-05-04,Accepted
4388,5431,2022-04-19,2022-05-09,Rejected
4389,7199,2022-05-11,,Pending
4390,1109,2022-04-18,2022-05-31,Rejected
4392,2506,2022-05-03,2022-05-16,Rejected
4393,2836,2022-04-21,2022-04-29,Accepted
4395,5378,2022-06-03,,Pending
4398,6695,2022-05-27,,Pending
4401,3943,2022-04-15,,Pending
4402,3901,2022-05-02,2022-05-23,Accepted
4404,5345,2022-05-06,,Pending
4405,1369,2022-04-19,2022-05-03,Accepted
4407,3321,2022-04-18,2022-04-28,Rejected
4408,3506,2022-05-18,2022-05-23,Rejected
4409,2679,2022-04-15,2022-05-11,Accepted
4410,3588,2022-05-25,,Pending
4411,2191,2022-06-09,,Pending
4412,6908,2022-04-20,2022-05-17,Accepted
4413,1719,2022-05-02,2022-06-08,Accepted
4414,4193,2022-04-18,2022-05-26,Rejected
4415,2127,2022-04-19,2022-04-22,Accepted
4416,5278,2022-04-15,2022-04-28,Rejected
4416,7292,2022-05-02,2022-05-12,Accepted
4417,3061,2022-04-18,,Pending
4421,5046,2022-04-19,2022-04-27,Rejected
4427,6885,2022-06-13,,Pending
4428,5319,2022-04-21,,Pending
4429,2935,2022-04-20,2022-04-21,Accepted
4430,5664,2022-06-07,,Pending
4430,6601,2022-04-15,2022-05-16,Rejected
4433,212,2022-05-30,,Pending
4437,4992,2022-05-10,,Pending
4438,5448,2022-05-31,,Pending
4443,5799,2022-04-18,2022-04-26,Rejected
4444,6322,2022-04-19,2022-05-25,Rejected
4444,6607,2022-05-26,2022-06-02,Accepted
4445,4716,2022-05-04,2022-05-27,Accepted
4445,5625,2022-04-26,2022-05-02,Rejected
4451,7134,2022-05-10,2022-05-18,Accepted
4453,1596,2022-04-25,2022-06-06,Accepted
4455,990,2022-04-20,2022-04-25,Rejected
4457,6944,2022-05-31,2022-06-09,Accepted
4459,4884,2022-04-19,2022-04-20,Rejected
4460,1104,2022-04-22,2022-05-02,Rejected
4461,5003,2022-04-25,,Pending
4463,1423,2022-05-23,2022-05-30,Rejected
4463,5122,2022-06-10,,Pending
4464,5458,2022-05-06,2022-06-03,Rejected
4465,3528,2022-05-03,2022-05-10,Rejected
4466,6070,2022-04-15,2022-05-19,Rejected
4467,3553,2022-05-19,2022-06-02,Accepted
4467,5551,2022-05-03,2022-05-06,Rejected
4468,303,2022-04-15,2022-05-12,Rejected
4468,1582,2022-05-24,2022-06-03,Accepted
4469,1960,2022-05-06,2022-05-12,Accepted
4469,4457,2022-04-22,2022-05-06,Rejected
4470,4908,2022-04-20,2022-05-25,Rejected
4471,5565,2022-04-18,2022-05-05,Rejected
4472,4343,2022-05-12,2022-06-08,Rejected
4473,6355,2022-04-27,2022-05-17,Accepted
4474,2995,2022-04-15,2022-04-26,Rejected
4474,6633,2022-04-29,2022-05-16,Accepted
4476,6187,2022-05-25,,Pending
4483,1882,2022-04-20,2022-05-18,Accepted
4484,6581,2022-06-01,2022-06-06,Accepted
4486,1307,2022-04-15,2022-05-20,Accepted
4493,1765,2022-04-29,2022-05-03,Rejected
4494,5346,2022-04-25,2022-06-02,Accepted
4495,1838,2022-04-26,2022-05-06,Rejected
4495,3599,2022-05-12,2022-05-25,Accepted
4498,3875,2022-04-19,2022-04-25,Rejected
4498,4863,2022-04-28,2022-05-05,Rejected
4498,6189,2022-05-19,,Pending
4499,7116,2022-04-20,2022-04-27,Rejected
4500,5422,2022-05-11,2022-05-17,Accepted
4501,6675,2022-04-19,2022-04-25,Accepted
4503,3200,2022-06-13,,Pending
4507,387,2022-05-16,2022-05-24,Accepted
4511,5099,2022-04-19,2022-04-25,Rejected
4513,6394,2022-05-18,2022-05-24,Accepted
4515,4630,2022-04-15,2022-05-20,Rejected
